Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_5,2019-06-13 22:07:05,主机node_14 分区剩余空间小于阀值10%,0
1,SYS_10,2019-06-13 22:07:06,主机node_96 FullGC次数：23次（大于阈值：10次）,0
2,SYS_1,2019-06-13 22:07:07,主机node_58 **application 停止运行,0
3,SYS_2,2019-06-13 22:07:07,主机node_7 **application 停止运行,0
4,SYS_9,2019-06-13 22:07:09,主机node_80 上CPU Steal Time持续5分钟超过10%,0
5,SYS_8,2019-06-13 22:07:11,主机node_87 FullGC次数：23次（大于阈值：10次）,0
6,SYS_6,2019-06-13 22:07:12,主机node_1 **application 停止运行,0
7,SYS_4,2019-06-13 22:07:12,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
8,SYS_6,2019-06-13 22:07:14,主机node_56 上I/O等待负载大于50%,0
9,SYS_6,2019-06-13 22:07:14,主机node_25 ping延迟时间持续3分钟大于100ms,0
10,SYS_5,2019-06-13 22:07:15,主机node_14 分区剩余空间小于阀值10%,0
11,SYS_9,2019-06-13 22:07:16,主机node_75 空闲交换空间小于50%,0
12,SYS_10,2019-06-13 22:07:16,主机node_96 FullGC次数：23次（大于阈值：10次）,0
13,SYS_3,2019-06-13 22:07:16,主机node_28 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
14,SYS_1,2019-06-13 22:07:17,主机node_58 **application 停止运行,0
15,SYS_5,2019-06-13 22:07:18,主机node_60 上I/O等待负载大于50%,0
16,SYS_9,2019-06-13 22:07:19,主机node_80 上CPU Steal Time持续5分钟超过10%,0
17,SYS_4,2019-06-13 22:07:22,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
18,SYS_10,2019-06-13 22:07:23,主机node_11 分区剩余空间小于阀值10%,0
19,SYS_3,2019-06-13 22:07:26,主机node_28 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
20,SYS_9,2019-06-13 22:07:26,主机node_75 空闲交换空间小于50%,0
21,SYS_9,2019-06-13 22:07:29,主机node_80 上CPU Steal Time持续5分钟超过10%,0
22,SYS_1,2019-06-13 22:07:31,主机node_33 网卡eth0 发送流量持续30分钟平均值大于700M,0
23,SYS_4,2019-06-13 22:07:32,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
24,SYS_10,2019-06-13 22:07:33,主机node_11 分区剩余空间小于阀值10%,0
25,SYS_6,2019-06-13 22:07:34,主机node_25 ping延迟时间持续3分钟大于100ms,0
26,SYS_2,2019-06-13 22:07:34,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",0
27,SYS_9,2019-06-13 22:07:34,主机node_22 Nginx 80端口的连接数大于2000,0
28,SYS_1,2019-06-13 22:07:34,主机node_50 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
29,SYS_9,2019-06-13 22:07:35,主机node_92 url:http://node_92:8080访问失败,0
30,SYS_7,2019-06-13 22:07:37,主机node_24 **** 请求延时大于5分钟,0
31,SYS_2,2019-06-13 22:07:37,主机node_7 **application 停止运行,0
32,SYS_9,2019-06-13 22:07:39,主机node_80 上CPU Steal Time持续5分钟超过10%,0
33,SYS_3,2019-06-13 22:07:40,主机node_57 空闲交换空间小于50%,0
34,SYS_8,2019-06-13 22:07:41,主机node_87 FullGC次数：23次（大于阈值：10次）,0
35,SYS_4,2019-06-13 22:07:42,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
36,SYS_6,2019-06-13 22:07:44,主机node_56 上I/O等待负载大于50%,0
37,SYS_2,2019-06-13 22:07:44,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",0
38,SYS_10,2019-06-13 22:07:46,主机node_96 FullGC次数：23次（大于阈值：10次）,0
39,SYS_2,2019-06-13 22:07:47,主机node_7 **application 停止运行,0
40,SYS_7,2019-06-13 22:07:47,主机node_24 **** 请求延时大于5分钟,0
41,SYS_3,2019-06-13 22:07:50,主机node_57 空闲交换空间小于50%,0
42,SYS_6,2019-06-13 22:07:54,主机node_56 上I/O等待负载大于50%,0
43,SYS_2,2019-06-13 22:07:54,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",0
44,SYS_5,2019-06-13 22:07:55,主机node_14 分区剩余空间小于阀值10%,0
45,SYS_10,2019-06-13 22:07:56,主机node_96 FullGC次数：23次（大于阈值：10次）,0
46,SYS_7,2019-06-13 22:07:57,主机node_24 **** 请求延时大于5分钟,0
47,SYS_3,2019-06-13 22:08:00,主机node_57 空闲交换空间小于50%,0
48,SYS_4,2019-06-13 22:08:02,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
49,SYS_9,2019-06-13 22:08:04,主机node_22 Nginx 80端口的连接数大于2000,0
50,SYS_1,2019-06-13 22:08:04,主机node_50 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
51,SYS_2,2019-06-13 22:08:04,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",0
52,SYS_6,2019-06-13 22:08:04,主机node_25 ping延迟时间持续3分钟大于100ms,0
53,SYS_5,2019-06-13 22:08:05,主机node_14 分区剩余空间小于阀值10%,0
54,SYS_5,2019-06-13 22:08:08,主机node_60 上I/O等待负载大于50%,0
55,SYS_9,2019-06-13 22:08:09,主机node_80 上CPU Steal Time持续5分钟超过10%,0
56,SYS_7,2019-06-13 22:08:09,主机node_89 上CPU Steal Time持续5分钟超过10%,0
57,SYS_4,2019-06-13 22:08:10,主机node_5 上I/O等待负载大于50%,0
58,SYS_4,2019-06-13 22:08:12,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
59,SYS_8,2019-06-13 22:08:14,主机node_88 url:http://node_88:8080访问失败,0
60,SYS_6,2019-06-13 22:08:14,主机node_56 上I/O等待负载大于50%,0
61,SYS_5,2019-06-13 22:08:15,主机node_14 分区剩余空间小于阀值10%,0
62,SYS_9,2019-06-13 22:08:16,主机node_75 空闲交换空间小于50%,0
63,SYS_2,2019-06-13 22:08:17,主机node_21 分区剩余空间小于阀值10%,0
64,SYS_5,2019-06-13 22:08:18,主机node_60 上I/O等待负载大于50%,0
65,SYS_7,2019-06-13 22:08:19,主机node_89 上CPU Steal Time持续5分钟超过10%,0
66,SYS_3,2019-06-13 22:08:20,主机node_57 空闲交换空间小于50%,0
67,SYS_8,2019-06-13 22:08:21,主机node_87 FullGC次数：23次（大于阈值：10次）,0
68,SYS_2,2019-06-13 22:08:22,主机node_18 url:http://node_18:80//访问失败,0
69,SYS_2,2019-06-13 22:08:24,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",0
70,SYS_9,2019-06-13 22:08:25,主机node_92 url:http://node_92:8080访问失败,0
71,SYS_5,2019-06-13 22:08:25,主机node_14 分区剩余空间小于阀值10%,0
72,SYS_9,2019-06-13 22:08:26,主机node_75 空闲交换空间小于50%,0
73,SYS_10,2019-06-13 22:08:26,主机node_96 FullGC次数：23次（大于阈值：10次）,0
74,SYS_2,2019-06-13 22:08:27,主机node_21 分区剩余空间小于阀值10%,0
75,SYS_6,2019-06-13 22:08:28,主机node_32 堆内存平均使用率：94.61%（大于阈值：90%）,0
76,SYS_1,2019-06-13 22:08:31,主机node_33 网卡eth0 发送流量持续30分钟平均值大于700M,0
77,SYS_2,2019-06-13 22:08:32,主机node_18 url:http://node_18:80//访问失败,0
78,SYS_4,2019-06-13 22:08:34,主机node_72 日志中有No route to host信息,0
79,SYS_10,2019-06-13 22:08:36,主机node_96 FullGC次数：23次（大于阈值：10次）,0
80,SYS_1,2019-06-13 22:08:37,主机node_58 **application 停止运行,0
81,SYS_3,2019-06-13 22:08:39,主机node_20 端口6060通信异常,0
82,SYS_7,2019-06-13 22:08:39,主机node_89 上CPU Steal Time持续5分钟超过10%,0
83,SYS_8,2019-06-13 22:08:41,主机node_10 网卡eth0 发送流量持续30分钟平均值大于700M,0
84,SYS_7,2019-06-13 22:08:47,主机node_24 **** 请求延时大于5分钟,0
85,SYS_5,2019-06-13 22:08:48,主机node_60 上I/O等待负载大于50%,0
86,SYS_8,2019-06-13 22:08:51,主机node_87 FullGC次数：23次（大于阈值：10次）,0
87,SYS_4,2019-06-13 22:08:52,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
88,SYS_6,2019-06-13 22:08:54,主机node_56 上I/O等待负载大于50%,0
89,SYS_6,2019-06-13 22:08:54,主机node_25 ping延迟时间持续3分钟大于100ms,0
90,SYS_2,2019-06-13 22:08:54,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",0
91,SYS_9,2019-06-13 22:08:55,主机node_92 url:http://node_92:8080访问失败,0
92,SYS_5,2019-06-13 22:08:55,主机node_14 分区剩余空间小于阀值10%,0
93,SYS_10,2019-06-13 22:08:56,主机node_96 FullGC次数：23次（大于阈值：10次）,0
94,SYS_7,2019-06-13 22:08:57,主机node_24 **** 请求延时大于5分钟,0
95,SYS_3,2019-06-13 22:09:00,主机node_57 空闲交换空间小于50%,0
96,SYS_4,2019-06-13 22:09:02,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
97,SYS_2,2019-06-13 22:09:04,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",0
98,SYS_4,2019-06-13 22:09:06,主机node_77 网卡eth0 接收流量持续10分钟平均值大于180M,0
99,SYS_3,2019-06-13 22:09:06,主机node_28 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
100,SYS_10,2019-06-13 22:09:06,主机node_96 FullGC次数：23次（大于阈值：10次）,0
101,SYS_2,2019-06-13 22:09:14,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",0
102,SYS_5,2019-06-13 22:09:15,主机node_14 分区剩余空间小于阀值10%,0
103,SYS_9,2019-06-13 22:09:16,主机node_75 空闲交换空间小于50%,0
104,SYS_2,2019-06-13 22:09:17,主机node_7 **application 停止运行,0
105,SYS_4,2019-06-13 22:09:22,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
106,SYS_2,2019-06-13 22:09:24,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",0
107,SYS_10,2019-06-13 22:09:26,主机node_96 FullGC次数：23次（大于阈值：10次）,0
108,SYS_7,2019-06-13 22:09:29,主机node_89 上CPU Steal Time持续5分钟超过10%,0
109,SYS_9,2019-06-13 22:09:29,主机node_80 上CPU Steal Time持续5分钟超过10%,0
110,SYS_3,2019-06-13 22:09:30,主机node_57 空闲交换空间小于50%,0
111,SYS_8,2019-06-13 22:09:31,主机node_87 FullGC次数：23次（大于阈值：10次）,0
112,SYS_4,2019-06-13 22:09:32,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
113,SYS_10,2019-06-13 22:09:33,主机node_11 分区剩余空间小于阀值10%,0
114,SYS_1,2019-06-13 22:09:34,主机node_50 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
115,SYS_9,2019-06-13 22:09:39,主机node_80 上CPU Steal Time持续5分钟超过10%,0
116,SYS_3,2019-06-13 22:09:40,主机node_57 空闲交换空间小于50%,0
117,SYS_4,2019-06-13 22:09:42,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
118,SYS_6,2019-06-13 22:09:42,主机node_1 **application 停止运行,0
119,SYS_6,2019-06-13 22:09:44,主机node_56 上I/O等待负载大于50%,0
120,SYS_2,2019-06-13 22:09:44,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",0
121,SYS_5,2019-06-13 22:09:45,主机node_14 分区剩余空间小于阀值10%,0
122,SYS_9,2019-06-13 22:09:45,主机node_92 url:http://node_92:8080访问失败,0
123,SYS_10,2019-06-13 22:09:46,主机node_96 FullGC次数：23次（大于阈值：10次）,0
124,SYS_5,2019-06-13 22:09:48,主机node_60 上I/O等待负载大于50%,0
125,SYS_3,2019-06-13 22:09:50,主机node_57 空闲交换空间小于50%,0
126,SYS_4,2019-06-13 22:09:52,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
127,SYS_10,2019-06-13 22:09:53,主机node_11 分区剩余空间小于阀值10%,0
128,SYS_8,2019-06-13 22:09:54,主机node_88 url:http://node_88:8080访问失败,0
129,SYS_7,2019-06-13 22:09:57,主机node_24 **** 请求延时大于5分钟,0
130,SYS_6,2019-06-13 22:09:58,主机node_59 网卡eth0 发送流量持续30分钟平均值大于700M,0
131,SYS_7,2019-06-13 22:09:58,主机node_63 日志中有OutOfMemoryError信息,0
132,SYS_3,2019-06-13 22:09:59,主机node_20 端口6060通信异常,0
133,SYS_3,2019-06-13 22:10:00,主机node_57 空闲交换空间小于50%,0
134,SYS_4,2019-06-13 22:10:02,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
135,SYS_2,2019-06-13 22:10:04,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",0
136,SYS_6,2019-06-13 22:10:04,主机node_56 上I/O等待负载大于50%,0
137,SYS_1,2019-06-13 22:10:04,主机node_50 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
138,SYS_7,2019-06-13 22:10:07,主机node_24 **** 请求延时大于5分钟,0
139,SYS_5,2019-06-13 22:10:08,主机node_60 上I/O等待负载大于50%,0
140,SYS_8,2019-06-13 22:10:11,主机node_87 FullGC次数：23次（大于阈值：10次）,0
141,SYS_4,2019-06-13 22:10:12,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
142,SYS_4,2019-06-13 22:10:12,主机node_13 空闲交换空间小于50%,0
143,SYS_5,2019-06-13 22:10:13,主机node_74 Nginx 80端口的连接数大于2000,0
144,SYS_1,2019-06-13 22:10:14,主机node_50 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
145,SYS_2,2019-06-13 22:10:14,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",0
146,SYS_6,2019-06-13 22:10:14,主机node_56 上I/O等待负载大于50%,0
147,SYS_2,2019-06-13 22:10:15,主机node_99 端口6060通信异常,0
148,SYS_5,2019-06-13 22:10:15,主机node_14 分区剩余空间小于阀值10%,0
149,SYS_10,2019-06-13 22:10:16,主机node_96 FullGC次数：23次（大于阈值：10次）,0
150,SYS_7,2019-06-13 22:10:17,主机node_24 **** 请求延时大于5分钟,0
151,SYS_3,2019-06-13 22:10:19,主机node_20 端口6060通信异常,0
152,SYS_3,2019-06-13 22:10:20,主机node_57 空闲交换空间小于50%,0
153,SYS_4,2019-06-13 22:10:20,主机node_5 上I/O等待负载大于50%,0
154,SYS_8,2019-06-13 22:10:21,主机node_87 FullGC次数：23次（大于阈值：10次）,0
