Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_6,2019-06-16 16:43:09,主机node_1 网卡流量unknown,0
1,SYS_8,2019-06-16 16:43:09,主机node_84 日志报错:无法获取连接,0
2,SYS_9,2019-06-16 16:43:09,主机node_44 ping延迟时间持续3分钟大于100ms,0
3,SYS_2,2019-06-16 16:43:10,主机node_45 上I/O等待负载大于50%,0
4,SYS_8,2019-06-16 16:43:10,主机node_49 上I/O等待负载大于50%,0
5,SYS_5,2019-06-16 16:43:11,主机node_6 网卡eth0 发送流量持续10分钟平均值大于800M,0
6,SYS_9,2019-06-16 16:43:12,主机node_75 网卡eth0 接收流量持续10分钟平均值大于180M,0
7,SYS_9,2019-06-16 16:43:12,主机node_80 JBOSS 8080端口的连接数大于400,0
8,SYS_8,2019-06-16 16:43:14,"主机node_88 空闲CPU为4.0%,持续15分钟小于10%",0
9,SYS_1,2019-06-16 16:43:16,主机node_93 日志产生ERROR信息,0
10,SYS_8,2019-06-16 16:43:19,主机node_84 日志报错:无法获取连接,0
11,SYS_4,2019-06-16 16:43:19,主机node_19 网卡eth0 发送流量持续10分钟平均值大于800M,0
12,SYS_5,2019-06-16 16:43:21,主机node_6 网卡eth0 发送流量持续10分钟平均值大于800M,0
13,SYS_3,2019-06-16 16:43:22,主机node_86 **application 停止运行,0
14,SYS_9,2019-06-16 16:43:22,主机node_75 网卡eth0 接收流量持续10分钟平均值大于180M,0
15,SYS_6,2019-06-16 16:43:23,主机node_56 日志报错:无法获取连接,0
16,SYS_7,2019-06-16 16:43:23,主机node_63 ping延迟时间持续3分钟大于100ms,0
17,SYS_3,2019-06-16 16:43:23,主机node_94 url:http://node_94:80//访问失败,0
18,SYS_1,2019-06-16 16:43:26,主机node_93 日志产生ERROR信息,0
19,SYS_7,2019-06-16 16:43:28,主机node_23 日志中有No route to host信息,0
20,SYS_4,2019-06-16 16:43:29,主机node_19 网卡eth0 发送流量持续10分钟平均值大于800M,0
21,SYS_4,2019-06-16 16:43:31,主机node_72 日志中有OutOfMemoryError信息,0
