Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_4,2019-06-03 15:36:26,主机node_81 JBOSS 8080端口的连接数大于400,0
1,SYS_8,2019-06-03 15:36:27,主机node_43 sdd IO使用率持续30分钟大于90%,0
2,SYS_9,2019-06-03 15:36:27,主机node_16 **application 停止运行,0
3,SYS_1,2019-06-03 15:36:28,主机node_50 网卡eth0 接收流量持续10分钟平均值大于300M,0
4,SYS_8,2019-06-03 15:36:30,主机node_71 堆内存平均使用率：94.61%（大于阈值：90%）,0
5,SYS_2,2019-06-03 15:36:31,主机node_99 上I/O等待负载持续15分钟超过10%,0
6,SYS_3,2019-06-03 15:36:32,主机node_20 堆内存平均使用率：94.61%（大于阈值：90%）,0
7,SYS_4,2019-06-03 15:36:33,主机node_69 网卡eth0 发送流量持续10分钟平均值大于800M,0
8,SYS_10,2019-06-03 15:36:33,主机node_29 **** 请求延时大于5分钟,0
9,SYS_2,2019-06-03 15:36:33,主机node_55 日志产生ERROR信息,0
10,SYS_6,2019-06-03 15:36:34,主机node_67 FullGC次数：23次（大于阈值：10次）,0
11,SYS_3,2019-06-03 15:36:35,主机node_94 上I/O等待负载大于50%,0
12,SYS_3,2019-06-03 15:36:35,主机node_39 网卡eth0 发送流量持续10分钟平均值大于800M,0
13,SYS_2,2019-06-03 15:36:37,主机node_8 网卡流量unknown,0
14,SYS_8,2019-06-03 15:36:38,主机node_88 上I/O等待负载持续15分钟超过10%,0
15,SYS_5,2019-06-03 15:36:39,主机node_82 网卡eth0 发送流量持续30分钟平均值大于700M,0
16,SYS_1,2019-06-03 15:36:39,主机node_33 网卡eth0 接收流量持续10分钟平均值大于180M,0
17,SYS_9,2019-06-03 15:36:39,主机node_22 网卡eth0 发送流量持续30分钟平均值大于700M,0
18,SYS_2,2019-06-03 15:36:43,主机node_55 日志产生ERROR信息,0
19,SYS_4,2019-06-03 15:36:43,主机node_69 网卡eth0 发送流量持续10分钟平均值大于800M,0
20,SYS_10,2019-06-03 15:36:43,主机node_90 日志报错:无法获取连接,0
21,SYS_10,2019-06-03 15:36:43,主机node_29 **** 请求延时大于5分钟,0
22,SYS_6,2019-06-03 15:36:44,主机node_67 FullGC次数：23次（大于阈值：10次）,0
23,SYS_3,2019-06-03 15:36:45,主机node_39 网卡eth0 发送流量持续10分钟平均值大于800M,0
24,SYS_7,2019-06-03 15:36:46,主机node_61 日志报错:无法获取连接,0
25,SYS_1,2019-06-03 15:36:47,主机node_17 上I/O等待负载持续15分钟超过10%,0
26,SYS_8,2019-06-03 15:36:47,主机node_95 网卡eth0 接收流量持续10分钟平均值大于300M,0
27,SYS_2,2019-06-03 15:36:47,主机node_8 网卡流量unknown,0
28,SYS_6,2019-06-03 15:36:48,主机node_1 空闲交换空间小于50%,0
29,SYS_5,2019-06-03 15:36:48,"主机node_76 空闲CPU为1.52%,持续15分钟小于10%",0
30,SYS_8,2019-06-03 15:36:48,主机node_88 上I/O等待负载持续15分钟超过10%,0
31,SYS_9,2019-06-03 15:36:49,主机node_12 硬盘Slot 00状态为Failed,0
32,SYS_5,2019-06-03 15:36:49,主机node_82 网卡eth0 发送流量持续30分钟平均值大于700M,0
33,SYS_8,2019-06-03 15:36:50,主机node_71 堆内存平均使用率：94.61%（大于阈值：90%）,0
34,SYS_2,2019-06-03 15:36:52,主机node_7 ping延迟时间持续3分钟大于100ms,0
35,SYS_4,2019-06-03 15:36:52,主机node_9 网卡eth0 发送流量持续30分钟平均值大于700M,0
36,SYS_2,2019-06-03 15:36:53,主机node_55 日志产生ERROR信息,0
37,SYS_6,2019-06-03 15:36:54,主机node_67 FullGC次数：23次（大于阈值：10次）,0
38,SYS_3,2019-06-03 15:36:55,主机node_94 上I/O等待负载大于50%,0
39,SYS_3,2019-06-03 15:36:55,主机node_39 网卡eth0 发送流量持续10分钟平均值大于800M,0
40,SYS_2,2019-06-03 15:36:57,主机node_8 网卡流量unknown,0
41,SYS_5,2019-06-03 15:36:58,主机node_65 上CPU Steal Time持续5分钟超过10%,0
42,SYS_9,2019-06-03 15:36:59,主机node_12 硬盘Slot 00状态为Failed,0
43,SYS_8,2019-06-03 15:37:00,主机node_71 堆内存平均使用率：94.61%（大于阈值：90%）,0
44,SYS_2,2019-06-03 15:37:00,主机node_70 **** 请求延时大于5分钟,0
45,SYS_10,2019-06-03 15:37:03,主机node_29 **** 请求延时大于5分钟,0
46,SYS_6,2019-06-03 15:37:04,主机node_67 FullGC次数：23次（大于阈值：10次）,0
47,SYS_8,2019-06-03 15:37:04,主机node_79 端口6060通信异常,0
