Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_3,2019-06-18 22:41:51,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
1,SYS_4,2019-06-18 22:41:52,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
2,SYS_5,2019-06-18 22:41:53,主机node_14 日志产生ERROR信息,0
3,SYS_6,2019-06-18 22:41:55,主机node_32 网卡eth0 接收流量持续10分钟平均值大于180M,0
4,SYS_2,2019-06-18 22:41:55,主机node_70 **** 请求延时大于5分钟,0
5,SYS_4,2019-06-18 22:41:57,主机node_9 日志产生ERROR信息,0
6,SYS_6,2019-06-18 22:41:57,主机node_59 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
7,SYS_3,2019-06-18 22:41:59,主机node_97 硬盘Slot 00状态为Failed,0
8,SYS_10,2019-06-18 22:42:00,主机node_29 空闲交换空间小于50%,0
9,SYS_7,2019-06-18 22:42:01,主机node_51 url:http://node_51:80//访问失败,0
10,SYS_1,2019-06-18 22:42:05,主机node_93 日志中有OutOfMemoryError信息,0
11,SYS_6,2019-06-18 22:42:05,主机node_32 网卡eth0 接收流量持续10分钟平均值大于180M,0
12,SYS_7,2019-06-18 22:42:09,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
13,SYS_10,2019-06-18 22:42:10,主机node_29 空闲交换空间小于50%,0
14,SYS_1,2019-06-18 22:42:11,主机node_0 **** 请求延时大于5分钟,0
15,SYS_3,2019-06-18 22:42:11,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
16,SYS_4,2019-06-18 22:42:12,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
17,SYS_2,2019-06-18 22:42:14,主机node_8 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
18,SYS_9,2019-06-18 22:42:14,"主机node_47 空闲CPU为1.52%,持续15分钟小于10%",0
19,SYS_8,2019-06-18 22:42:17,主机node_43 硬盘Slot 00状态为Failed,0
20,SYS_9,2019-06-18 22:42:18,主机node_92 ping丢包率当前值为25%，持续2分钟平均大于20%,0
21,SYS_3,2019-06-18 22:42:18,主机node_94 上I/O等待负载大于50%,0
22,SYS_3,2019-06-18 22:42:19,主机node_97 硬盘Slot 00状态为Failed,0
23,SYS_5,2019-06-18 22:42:19,主机node_26 ping延迟时间持续3分钟大于100ms,0
24,SYS_10,2019-06-18 22:42:20,主机node_90 Nginx 80端口的连接数大于2000,0
25,SYS_4,2019-06-18 22:42:20,"主机node_13 ping丢包率100%,服务器宕机",0
26,SYS_3,2019-06-18 22:42:21,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
27,SYS_2,2019-06-18 22:42:22,主机node_55 硬盘Slot 00状态为Failed,0
28,SYS_4,2019-06-18 22:42:22,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
29,SYS_3,2019-06-18 22:42:28,主机node_94 上I/O等待负载大于50%,0
30,SYS_4,2019-06-18 22:42:28,主机node_62 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
31,SYS_7,2019-06-18 22:42:29,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
32,SYS_3,2019-06-18 22:42:29,主机node_97 硬盘Slot 00状态为Failed,0
33,SYS_4,2019-06-18 22:42:30,主机node_5 url:http://node_5:8080访问失败,0
34,SYS_1,2019-06-18 22:42:31,主机node_0 **** 请求延时大于5分钟,0
35,SYS_3,2019-06-18 22:42:31,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
36,SYS_9,2019-06-18 22:42:33,主机node_12 日志产生ERROR信息,0
37,SYS_9,2019-06-18 22:42:34,"主机node_47 空闲CPU为1.52%,持续15分钟小于10%",0
38,SYS_4,2019-06-18 22:42:37,主机node_9 日志产生ERROR信息,0
39,SYS_1,2019-06-18 22:42:38,主机node_31 网卡流量unknown,0
40,SYS_1,2019-06-18 22:42:41,主机node_0 **** 请求延时大于5分钟,0
41,SYS_9,2019-06-18 22:42:43,主机node_12 日志产生ERROR信息,0
42,SYS_5,2019-06-18 22:42:43,主机node_76 网卡eth0 接收流量持续10分钟平均值大于180M,0
43,SYS_7,2019-06-18 22:42:49,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
44,SYS_4,2019-06-18 22:42:50,主机node_5 url:http://node_5:8080访问失败,0
45,SYS_3,2019-06-18 22:42:51,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
46,SYS_1,2019-06-18 22:42:51,主机node_0 **** 请求延时大于5分钟,0
47,SYS_2,2019-06-18 22:42:52,主机node_55 硬盘Slot 00状态为Failed,0
48,SYS_1,2019-06-18 22:42:55,主机node_93 日志中有OutOfMemoryError信息,0
49,SYS_3,2019-06-18 22:42:58,主机node_94 上I/O等待负载大于50%,0
50,SYS_7,2019-06-18 22:42:59,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
51,SYS_4,2019-06-18 22:43:00,主机node_5 url:http://node_5:8080访问失败,0
52,SYS_8,2019-06-18 22:43:00,"主机node_79 空闲CPU为1.52%,持续15分钟小于10%",0
53,SYS_2,2019-06-18 22:43:02,主机node_55 硬盘Slot 00状态为Failed,0
54,SYS_2,2019-06-18 22:43:04,主机node_8 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
55,SYS_8,2019-06-18 22:43:07,主机node_43 硬盘Slot 00状态为Failed,0
56,SYS_6,2019-06-18 22:43:07,主机node_59 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
57,SYS_7,2019-06-18 22:43:09,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
58,SYS_10,2019-06-18 22:43:10,主机node_90 Nginx 80端口的连接数大于2000,0
59,SYS_10,2019-06-18 22:43:10,主机node_11 日志产生ERROR信息,0
60,SYS_1,2019-06-18 22:43:11,主机node_0 **** 请求延时大于5分钟,0
61,SYS_4,2019-06-18 22:43:12,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
62,SYS_4,2019-06-18 22:43:14,主机node_27 上CPU Steal Time持续5分钟超过10%,0
63,SYS_3,2019-06-18 22:43:19,主机node_97 硬盘Slot 00状态为Failed,0
64,SYS_10,2019-06-18 22:43:20,主机node_11 日志产生ERROR信息,0
65,SYS_10,2019-06-18 22:43:20,主机node_90 Nginx 80端口的连接数大于2000,0
66,SYS_8,2019-06-18 22:43:20,主机node_10 **** 请求延时大于5分钟,0
67,SYS_3,2019-06-18 22:43:21,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
68,SYS_7,2019-06-18 22:43:21,主机node_51 url:http://node_51:80//访问失败,0
69,SYS_9,2019-06-18 22:43:23,主机node_12 日志产生ERROR信息,0
70,SYS_6,2019-06-18 22:43:25,主机node_32 网卡eth0 接收流量持续10分钟平均值大于180M,0
71,SYS_8,2019-06-18 22:43:27,主机node_43 硬盘Slot 00状态为Failed,0
72,SYS_3,2019-06-18 22:43:28,主机node_94 上I/O等待负载大于50%,0
73,SYS_3,2019-06-18 22:43:29,主机node_97 硬盘Slot 00状态为Failed,0
74,SYS_7,2019-06-18 22:43:29,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
75,SYS_10,2019-06-18 22:43:30,主机node_11 日志产生ERROR信息,0
76,SYS_10,2019-06-18 22:43:30,主机node_29 空闲交换空间小于50%,0
77,SYS_3,2019-06-18 22:43:31,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
78,SYS_4,2019-06-18 22:43:32,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
79,SYS_3,2019-06-18 22:43:38,主机node_94 上I/O等待负载大于50%,0
80,SYS_7,2019-06-18 22:43:39,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
81,SYS_10,2019-06-18 22:43:40,主机node_29 空闲交换空间小于50%,0
82,SYS_4,2019-06-18 22:43:40,主机node_5 url:http://node_5:8080访问失败,0
83,SYS_1,2019-06-18 22:43:41,主机node_0 **** 请求延时大于5分钟,0
84,SYS_9,2019-06-18 22:43:43,主机node_12 日志产生ERROR信息,0
85,SYS_9,2019-06-18 22:43:44,"主机node_47 空闲CPU为1.52%,持续15分钟小于10%",0
86,SYS_9,2019-06-18 22:43:46,主机node_22 网卡eth0 发送流量持续10分钟平均值大于800M,0
87,SYS_3,2019-06-18 22:43:48,主机node_94 上I/O等待负载大于50%,0
88,SYS_7,2019-06-18 22:43:49,主机node_61 ping丢包率当前值为25%，持续2分钟平均大于20%,0
89,SYS_7,2019-06-18 22:43:49,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
90,SYS_8,2019-06-18 22:43:50,主机node_10 **** 请求延时大于5分钟,0
91,SYS_3,2019-06-18 22:43:51,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
92,SYS_1,2019-06-18 22:43:51,主机node_0 **** 请求延时大于5分钟,0
93,SYS_4,2019-06-18 22:43:52,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
94,SYS_4,2019-06-18 22:43:54,主机node_27 上CPU Steal Time持续5分钟超过10%,0
95,SYS_9,2019-06-18 22:43:56,主机node_22 网卡eth0 发送流量持续10分钟平均值大于800M,0
96,SYS_5,2019-06-18 22:43:59,主机node_26 ping延迟时间持续3分钟大于100ms,0
97,SYS_7,2019-06-18 22:43:59,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
98,SYS_7,2019-06-18 22:44:01,主机node_51 url:http://node_51:80//访问失败,0
99,SYS_1,2019-06-18 22:44:01,主机node_0 **** 请求延时大于5分钟,0
100,SYS_4,2019-06-18 22:44:02,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
101,SYS_2,2019-06-18 22:44:04,主机node_8 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
102,SYS_6,2019-06-18 22:44:05,主机node_32 网卡eth0 接收流量持续10分钟平均值大于180M,0
103,SYS_3,2019-06-18 22:44:08,主机node_94 上I/O等待负载大于50%,0
104,SYS_3,2019-06-18 22:44:09,主机node_97 硬盘Slot 00状态为Failed,0
105,SYS_8,2019-06-18 22:44:10,主机node_10 **** 请求延时大于5分钟,0
106,SYS_10,2019-06-18 22:44:10,主机node_11 日志产生ERROR信息,0
107,SYS_8,2019-06-18 22:44:10,"主机node_79 空闲CPU为1.52%,持续15分钟小于10%",0
108,SYS_10,2019-06-18 22:44:10,主机node_29 空闲交换空间小于50%,0
109,SYS_3,2019-06-18 22:44:11,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
110,SYS_7,2019-06-18 22:44:11,主机node_51 url:http://node_51:80//访问失败,0
111,SYS_2,2019-06-18 22:44:15,主机node_21 空闲交换空间小于50%,0
112,SYS_4,2019-06-18 22:44:17,主机node_9 日志产生ERROR信息,0
113,SYS_5,2019-06-18 22:44:19,主机node_26 ping延迟时间持续3分钟大于100ms,0
114,SYS_4,2019-06-18 22:44:20,主机node_19 日志产生ERROR信息,0
115,SYS_10,2019-06-18 22:44:20,主机node_29 空闲交换空间小于50%,0
116,SYS_7,2019-06-18 22:44:21,主机node_51 url:http://node_51:80//访问失败,0
117,SYS_1,2019-06-18 22:44:21,主机node_0 **** 请求延时大于5分钟,0
118,SYS_3,2019-06-18 22:44:28,主机node_94 上I/O等待负载大于50%,0
119,SYS_7,2019-06-18 22:44:29,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
120,SYS_8,2019-06-18 22:44:30,主机node_10 **** 请求延时大于5分钟,0
121,SYS_10,2019-06-18 22:44:30,主机node_90 Nginx 80端口的连接数大于2000,0
122,SYS_1,2019-06-18 22:44:31,主机node_0 **** 请求延时大于5分钟,0
123,SYS_3,2019-06-18 22:44:31,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
124,SYS_9,2019-06-18 22:44:36,主机node_78 端口80通信异常,0
125,SYS_3,2019-06-18 22:44:38,主机node_94 上I/O等待负载大于50%,0
126,SYS_3,2019-06-18 22:44:39,主机node_97 硬盘Slot 00状态为Failed,0
127,SYS_10,2019-06-18 22:44:40,主机node_29 空闲交换空间小于50%,0
128,SYS_8,2019-06-18 22:44:40,主机node_10 **** 请求延时大于5分钟,0
129,SYS_10,2019-06-18 22:44:40,主机node_11 日志产生ERROR信息,0
130,SYS_3,2019-06-18 22:44:41,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
131,SYS_4,2019-06-18 22:44:42,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
132,SYS_2,2019-06-18 22:44:44,主机node_8 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
133,SYS_5,2019-06-18 22:44:48,主机node_6 FullGC次数：32次（大于阈值：10次）,0
134,SYS_9,2019-06-18 22:44:49,主机node_44 网卡eth0 发送流量持续30分钟平均值大于700M,0
135,SYS_10,2019-06-18 22:44:50,主机node_90 Nginx 80端口的连接数大于2000,0
136,SYS_4,2019-06-18 22:44:52,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
137,SYS_6,2019-06-18 22:44:54,主机node_25 网卡eth0 接收流量持续10分钟平均值大于300M,0
138,SYS_9,2019-06-18 22:44:56,主机node_78 端口80通信异常,0
139,SYS_10,2019-06-18 22:45:00,主机node_29 空闲交换空间小于50%,0
140,SYS_8,2019-06-18 22:45:00,"主机node_79 空闲CPU为1.52%,持续15分钟小于10%",0
141,SYS_10,2019-06-18 22:45:00,主机node_90 Nginx 80端口的连接数大于2000,0
142,SYS_3,2019-06-18 22:45:01,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
143,SYS_2,2019-06-18 22:45:02,主机node_55 硬盘Slot 00状态为Failed,0
144,SYS_4,2019-06-18 22:45:02,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
145,SYS_9,2019-06-18 22:45:04,"主机node_47 空闲CPU为1.52%,持续15分钟小于10%",0
146,SYS_2,2019-06-18 22:45:04,主机node_8 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
147,SYS_3,2019-06-18 22:45:08,主机node_94 上I/O等待负载大于50%,0
148,SYS_9,2019-06-18 22:45:08,主机node_92 ping丢包率当前值为25%，持续2分钟平均大于20%,0
149,SYS_7,2019-06-18 22:45:09,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
150,SYS_3,2019-06-18 22:45:09,主机node_97 硬盘Slot 00状态为Failed,0
151,SYS_10,2019-06-18 22:45:10,主机node_52 硬盘Slot 00状态为Failed,0
152,SYS_8,2019-06-18 22:45:10,主机node_10 **** 请求延时大于5分钟,0
153,SYS_4,2019-06-18 22:45:10,主机node_5 url:http://node_5:8080访问失败,0
154,SYS_3,2019-06-18 22:45:11,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
155,SYS_1,2019-06-18 22:45:11,主机node_0 **** 请求延时大于5分钟,0
156,SYS_4,2019-06-18 22:45:12,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
157,SYS_8,2019-06-18 22:45:17,主机node_43 硬盘Slot 00状态为Failed,0
158,SYS_5,2019-06-18 22:45:18,主机node_6 FullGC次数：32次（大于阈值：10次）,0
159,SYS_3,2019-06-18 22:45:18,主机node_94 上I/O等待负载大于50%,0
160,SYS_7,2019-06-18 22:45:19,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
161,SYS_4,2019-06-18 22:45:20,主机node_5 url:http://node_5:8080访问失败,0
162,SYS_1,2019-06-18 22:45:21,主机node_0 **** 请求延时大于5分钟,0
163,SYS_2,2019-06-18 22:45:25,主机node_21 空闲交换空间小于50%,0
164,SYS_9,2019-06-18 22:45:26,主机node_78 端口80通信异常,0
165,SYS_6,2019-06-18 22:45:27,主机node_59 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
166,SYS_3,2019-06-18 22:45:28,主机node_94 上I/O等待负载大于50%,0
167,SYS_5,2019-06-18 22:45:28,主机node_6 FullGC次数：32次（大于阈值：10次）,0
168,SYS_4,2019-06-18 22:45:30,"主机node_13 ping丢包率100%,服务器宕机",0
169,SYS_7,2019-06-18 22:45:31,主机node_51 url:http://node_51:80//访问失败,0
170,SYS_2,2019-06-18 22:45:35,主机node_21 空闲交换空间小于50%,0
171,SYS_6,2019-06-18 22:45:37,主机node_59 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
172,SYS_8,2019-06-18 22:45:37,主机node_43 硬盘Slot 00状态为Failed,0
173,SYS_3,2019-06-18 22:45:38,主机node_94 上I/O等待负载大于50%,0
174,SYS_4,2019-06-18 22:45:38,主机node_62 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
175,SYS_9,2019-06-18 22:45:38,主机node_92 ping丢包率当前值为25%，持续2分钟平均大于20%,0
176,SYS_3,2019-06-18 22:45:39,主机node_97 硬盘Slot 00状态为Failed,0
177,SYS_7,2019-06-18 22:45:39,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
178,SYS_10,2019-06-18 22:45:40,主机node_90 Nginx 80端口的连接数大于2000,0
179,SYS_8,2019-06-18 22:45:40,主机node_10 **** 请求延时大于5分钟,0
180,SYS_4,2019-06-18 22:45:40,主机node_5 url:http://node_5:8080访问失败,0
181,SYS_1,2019-06-18 22:45:41,主机node_0 **** 请求延时大于5分钟,0
182,SYS_3,2019-06-18 22:45:41,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,0
183,SYS_4,2019-06-18 22:45:42,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
184,SYS_6,2019-06-18 22:45:47,主机node_59 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
185,SYS_3,2019-06-18 22:45:48,主机node_94 上I/O等待负载大于50%,0
186,SYS_4,2019-06-18 22:45:48,主机node_62 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
187,SYS_7,2019-06-18 22:45:49,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
188,SYS_4,2019-06-18 22:45:50,主机node_5 url:http://node_5:8080访问失败,0
189,SYS_8,2019-06-18 22:45:50,主机node_10 **** 请求延时大于5分钟,0
190,SYS_1,2019-06-18 22:45:51,主机node_0 **** 请求延时大于5分钟,0
191,SYS_6,2019-06-18 22:45:57,"主机node_48 空闲CPU为1.52%,持续15分钟小于10%",0
192,SYS_1,2019-06-18 22:45:58,主机node_31 网卡流量unknown,0
193,SYS_3,2019-06-18 22:45:59,主机node_97 硬盘Slot 00状态为Failed,0
194,SYS_3,2019-06-18 22:46:00,主机node_28 堆内存平均使用率：94.61%（大于阈值：90%）,0
195,SYS_8,2019-06-18 22:46:00,主机node_10 **** 请求延时大于5分钟,0
196,SYS_7,2019-06-18 22:46:01,主机node_51 url:http://node_51:80//访问失败,0
197,SYS_4,2019-06-18 22:46:02,主机node_69 网卡eth0 接收流量持续10分钟平均值大于300M,0
198,SYS_2,2019-06-18 22:46:02,主机node_55 硬盘Slot 00状态为Failed,0
199,SYS_3,2019-06-18 22:46:08,主机node_94 上I/O等待负载大于50%,0
200,SYS_7,2019-06-18 22:46:09,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
201,SYS_5,2019-06-18 22:46:09,主机node_26 ping延迟时间持续3分钟大于100ms,0
202,SYS_5,2019-06-18 22:46:09,主机node_85 网卡eth0 发送流量持续10分钟平均值大于800M,0
203,SYS_8,2019-06-18 22:46:10,主机node_10 **** 请求延时大于5分钟,0
204,SYS_10,2019-06-18 22:46:10,主机node_29 空闲交换空间小于50%,0
205,SYS_1,2019-06-18 22:46:11,主机node_0 **** 请求延时大于5分钟,0
206,SYS_6,2019-06-18 22:46:14,主机node_25 网卡eth0 接收流量持续10分钟平均值大于300M,0
207,SYS_2,2019-06-18 22:46:14,主机node_8 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
208,SYS_7,2019-06-18 22:46:19,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
209,SYS_10,2019-06-18 22:46:20,主机node_29 空闲交换空间小于50%,0
210,SYS_4,2019-06-18 22:46:20,主机node_19 日志产生ERROR信息,0
