Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_5,2019-06-24 11:24:43,主机node_74 网卡eth0 接收流量持续10分钟平均值大于300M,0
1,SYS_1,2019-06-24 11:24:45,主机node_15 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
2,SYS_5,2019-06-24 11:24:46,主机node_60 ping延迟时间持续3分钟大于100ms,0
3,SYS_5,2019-06-24 11:24:48,主机node_38 硬盘Slot 00状态为Failed,0
4,SYS_10,2019-06-24 11:24:48,主机node_42 url:http://node_42:80//访问失败,0
5,SYS_8,2019-06-24 11:24:50,主机node_41 上I/O等待负载大于50%,0
6,SYS_8,2019-06-24 11:24:50,主机node_43 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：202次（大于阈值：200次）,0
7,SYS_1,2019-06-24 11:24:51,主机node_93 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
8,SYS_9,2019-06-24 11:24:51,主机node_66 网卡eth0 接收流量持续10分钟平均值大于300M,0
9,SYS_2,2019-06-24 11:24:53,主机node_37 日志中有No route to host信息,0
10,SYS_1,2019-06-24 11:24:55,主机node_15 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
11,SYS_6,2019-06-24 11:24:55,主机node_1 空闲交换空间小于50%,0
12,SYS_6,2019-06-24 11:24:56,主机node_59 网卡eth0 接收流量持续10分钟平均值大于180M,0
13,SYS_6,2019-06-24 11:24:57,主机node_25 网卡eth0 发送流量持续30分钟平均值大于700M,0
14,SYS_8,2019-06-24 11:24:57,主机node_87 日志中有OutOfMemoryError信息,1
15,SYS_10,2019-06-24 11:24:58,主机node_42 url:http://node_42:80//访问失败,0
16,SYS_8,2019-06-24 11:25:00,主机node_41 上I/O等待负载大于50%,0
17,SYS_8,2019-06-24 11:25:00,主机node_43 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：202次（大于阈值：200次）,0
18,SYS_9,2019-06-24 11:25:01,主机node_66 网卡eth0 接收流量持续10分钟平均值大于300M,0
19,SYS_7,2019-06-24 11:25:02,主机node_54 日志中有No route to host信息,0
20,SYS_2,2019-06-24 11:25:03,主机node_37 日志中有No route to host信息,0
21,SYS_1,2019-06-24 11:25:05,主机node_83 上I/O等待负载大于50%,0
