Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_3,2019-06-28 07:06:03,主机node_86 网卡eth0 发送流量持续30分钟平均值大于700M,0
1,SYS_6,2019-06-28 07:06:05,主机node_56 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
2,SYS_4,2019-06-28 07:06:05,主机node_69 上I/O等待负载大于50%,0
3,SYS_1,2019-06-28 07:06:06,"主机node_33 空闲CPU为1.52%,持续15分钟小于10%",0
4,SYS_3,2019-06-28 07:06:08,主机node_3 端口80通信异常,0
5,SYS_6,2019-06-28 07:06:08,主机node_67 日志中有No route to host信息,0
6,SYS_1,2019-06-28 07:06:10,主机node_31 url:http://node_31:80//访问失败,0
7,SYS_7,2019-06-28 07:06:11,主机node_53 上CPU Steal Time持续5分钟超过10%,0
8,SYS_7,2019-06-28 07:06:11,主机node_63 上I/O等待负载大于50%,0
9,SYS_8,2019-06-28 07:06:14,主机node_84 日志产生ERROR信息,0
10,SYS_4,2019-06-28 07:06:15,主机node_69 上I/O等待负载大于50%,0
11,SYS_9,2019-06-28 07:06:16,主机node_75 网卡流量unknown,0
12,SYS_7,2019-06-28 07:06:16,主机node_54 网卡流量unknown,1
13,SYS_7,2019-06-28 07:06:17,主机node_63 上I/O等待负载大于50%,0
14,SYS_5,2019-06-28 07:06:19,主机node_65 网卡eth0 接收流量持续10分钟平均值大于180M,0
15,SYS_1,2019-06-28 07:06:20,主机node_31 ping延迟时间持续3分钟大于100ms,0
16,SYS_5,2019-06-28 07:06:20,主机node_74 上I/O等待负载大于50%,0
17,SYS_1,2019-06-28 07:06:20,主机node_73 ping延迟时间持续3分钟大于100ms,0
18,SYS_5,2019-06-28 07:06:20,"主机node_85 空闲CPU为3.3%,持续15分钟小于10%",0
19,SYS_5,2019-06-28 07:06:20,主机node_6 上CPU Steal Time持续5分钟超过10%,0
20,SYS_7,2019-06-28 07:06:21,主机node_63 上I/O等待负载大于50%,0
21,SYS_7,2019-06-28 07:06:21,主机node_53 上CPU Steal Time持续5分钟超过10%,0
22,SYS_7,2019-06-28 07:06:21,主机node_89 上I/O等待负载持续15分钟超过10%,0
