Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_1,2019-06-27 06:00:11,主机node_58 **** 请求延时大于5分钟,0
1,SYS_6,2019-06-27 06:00:11,主机node_59 url:http://node_59:80//访问失败,0
2,SYS_5,2019-06-27 06:00:11,主机node_65 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
3,SYS_3,2019-06-27 06:00:13,主机node_86 ping丢包率当前值为25%，持续2分钟平均大于20%,0
4,SYS_2,2019-06-27 06:00:17,主机node_55 url:http://node_55:80//访问失败,0
5,SYS_1,2019-06-27 06:00:18,主机node_0 url:http://node_0:80//访问失败,0
6,SYS_8,2019-06-27 06:00:21,主机node_79 空闲交换空间小于50%,0
7,SYS_5,2019-06-27 06:00:21,主机node_65 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
8,SYS_10,2019-06-27 06:00:21,主机node_96 上I/O等待负载持续15分钟超过10%,0
9,SYS_5,2019-06-27 06:00:22,主机node_82 网卡eth0 发送流量持续10分钟平均值大于800M,0
10,SYS_8,2019-06-27 06:00:22,主机node_84 日志产生ERROR信息,0
11,SYS_4,2019-06-27 06:00:22,主机node_19 sdd IO使用率持续30分钟大于90%,0
12,SYS_8,2019-06-27 06:00:23,主机node_87 日志产生ERROR信息,0
13,SYS_2,2019-06-27 06:00:23,主机node_45 日志中有OutOfMemoryError信息,0
14,SYS_2,2019-06-27 06:00:23,主机node_8 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
15,SYS_3,2019-06-27 06:00:23,主机node_86 ping丢包率当前值为25%，持续2分钟平均大于20%,0
16,SYS_4,2019-06-27 06:00:23,主机node_5 url:http://node_5:8080访问失败,0
17,SYS_4,2019-06-27 06:00:23,主机node_81 网卡流量unknown,0
18,SYS_7,2019-06-27 06:00:24,主机node_24 网卡eth0 接收流量持续10分钟平均值大于180M,0
19,SYS_5,2019-06-27 06:00:25,主机node_76 上I/O等待负载持续15分钟超过10%,0
20,SYS_1,2019-06-27 06:00:28,主机node_31 堆内存平均使用率：92.69%（大于阈值：90%）,0
21,SYS_3,2019-06-27 06:00:30,主机node_94 堆内存平均使用率：92.69%（大于阈值：90%）,0
22,SYS_1,2019-06-27 06:00:30,主机node_73 上CPU Steal Time持续5分钟超过10%,0
23,SYS_6,2019-06-27 06:00:31,主机node_59 url:http://node_59:80//访问失败,0
24,SYS_8,2019-06-27 06:00:31,主机node_79 空闲交换空间小于50%,0
25,SYS_5,2019-06-27 06:00:32,主机node_82 网卡eth0 发送流量持续10分钟平均值大于800M,0
