Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_6,2019-06-23 09:23:00,主机node_59 网卡流量unknown,0
1,SYS_4,2019-06-23 09:23:01,主机node_27 网卡eth0 接收流量持续10分钟平均值大于300M,0
2,SYS_10,2019-06-23 09:23:01,主机node_40 硬盘Slot 00状态为Failed,0
3,SYS_7,2019-06-23 09:23:02,主机node_89 堆内存平均使用率：92.69%（大于阈值：90%）,0
4,SYS_8,2019-06-23 09:23:02,主机node_84 网卡eth0 接收流量持续10分钟平均值大于180M,0
5,SYS_10,2019-06-23 09:23:03,主机node_90 上I/O等待负载大于50%,0
6,SYS_6,2019-06-23 09:23:03,主机node_48 空闲交换空间小于50%,0
7,SYS_8,2019-06-23 09:23:05,主机node_95 网卡eth0 接收流量持续10分钟平均值大于300M,0
8,SYS_2,2019-06-23 09:23:06,主机node_7 **** 请求延时大于5分钟,0
9,SYS_9,2019-06-23 09:23:09,主机node_75 **** 请求延时大于5分钟,0
10,SYS_6,2019-06-23 09:23:10,主机node_46 FullGC次数：32次（大于阈值：10次）,0
11,SYS_4,2019-06-23 09:23:11,主机node_27 网卡eth0 接收流量持续10分钟平均值大于300M,0
12,SYS_9,2019-06-23 09:23:11,"主机node_80 ping丢包率100%,服务器宕机",0
13,SYS_4,2019-06-23 09:23:12,主机node_5 **application 停止运行,0
14,SYS_9,2019-06-23 09:23:12,主机node_78 网卡eth0 接收流量持续10分钟平均值大于300M,0
15,SYS_8,2019-06-23 09:23:12,主机node_84 网卡eth0 接收流量持续10分钟平均值大于180M,0
16,SYS_10,2019-06-23 09:23:13,主机node_90 上I/O等待负载大于50%,0
17,SYS_10,2019-06-23 09:23:13,主机node_11 堆内存平均使用率：92.69%（大于阈值：90%）,0
18,SYS_5,2019-06-23 09:23:13,主机node_85 url:http://node_85:8080访问失败,0
19,SYS_2,2019-06-23 09:23:15,主机node_18 ping延迟时间持续3分钟大于100ms,0
20,SYS_1,2019-06-23 09:23:16,主机node_31 日志报错:无法获取连接,0
21,SYS_2,2019-06-23 09:23:16,主机node_7 **** 请求延时大于5分钟,0
22,SYS_2,2019-06-23 09:23:19,主机node_91 网卡流量unknown,0
23,SYS_1,2019-06-23 09:23:19,主机node_4 空闲交换空间小于50%,0
24,SYS_8,2019-06-23 09:23:22,主机node_84 网卡eth0 接收流量持续10分钟平均值大于180M,0
25,SYS_7,2019-06-23 09:23:22,主机node_89 堆内存平均使用率：92.69%（大于阈值：90%）,0
26,SYS_4,2019-06-23 09:23:22,主机node_19 端口80通信异常,0
27,SYS_10,2019-06-23 09:23:23,主机node_11 堆内存平均使用率：92.69%（大于阈值：90%）,0
28,SYS_9,2019-06-23 09:23:25,主机node_22 FullGC次数：32次（大于阈值：10次）,0
29,SYS_2,2019-06-23 09:23:26,主机node_7 **** 请求延时大于5分钟,0
30,SYS_9,2019-06-23 09:23:28,主机node_68 FullGC次数：23次（大于阈值：10次）,0
31,SYS_6,2019-06-23 09:23:29,主机node_35 网卡eth0 接收流量持续10分钟平均值大于180M,0
32,SYS_9,2019-06-23 09:23:29,主机node_75 **** 请求延时大于5分钟,0
33,SYS_7,2019-06-23 09:23:32,主机node_89 堆内存平均使用率：92.69%（大于阈值：90%）,0
34,SYS_9,2019-06-23 09:23:32,主机node_78 网卡eth0 接收流量持续10分钟平均值大于300M,0
35,SYS_5,2019-06-23 09:23:32,主机node_65 网卡eth0 发送流量持续10分钟平均值大于800M,0
36,SYS_10,2019-06-23 09:23:33,主机node_11 堆内存平均使用率：92.69%（大于阈值：90%）,0
37,SYS_10,2019-06-23 09:23:33,主机node_90 上I/O等待负载大于50%,0
38,SYS_1,2019-06-23 09:23:35,主机node_58 空闲交换空间小于50%,0
39,SYS_2,2019-06-23 09:23:35,主机node_18 ping延迟时间持续3分钟大于100ms,0
40,SYS_3,2019-06-23 09:23:37,主机node_28 日志产生ERROR信息,0
41,SYS_10,2019-06-23 09:23:38,主机node_64 **application 停止运行,0
42,SYS_9,2019-06-23 09:23:38,主机node_68 FullGC次数：23次（大于阈值：10次）,0
43,SYS_6,2019-06-23 09:23:39,主机node_35 网卡eth0 接收流量持续10分钟平均值大于180M,0
44,SYS_4,2019-06-23 09:23:41,主机node_27 网卡eth0 接收流量持续10分钟平均值大于300M,0
45,SYS_9,2019-06-23 09:23:42,主机node_78 网卡eth0 接收流量持续10分钟平均值大于300M,0
46,SYS_6,2019-06-23 09:23:42,主机node_98 日志产生ERROR信息,0
47,SYS_4,2019-06-23 09:23:42,主机node_19 端口80通信异常,0
48,SYS_3,2019-06-23 09:23:45,主机node_3 **** 请求延时大于5分钟,0
49,SYS_8,2019-06-23 09:23:45,主机node_95 网卡eth0 接收流量持续10分钟平均值大于300M,0
50,SYS_7,2019-06-23 09:23:45,主机node_53 端口80通信异常,0
51,SYS_1,2019-06-23 09:23:46,主机node_31 日志报错:无法获取连接,0
52,SYS_3,2019-06-23 09:23:49,主机node_57 ping丢包率当前值为25%，持续2分钟平均大于20%,0
53,SYS_3,2019-06-23 09:23:49,主机node_94 日志产生ERROR信息,0
54,SYS_4,2019-06-23 09:23:50,主机node_77 上CPU Steal Time持续5分钟超过10%,0
55,SYS_6,2019-06-23 09:23:50,主机node_46 FullGC次数：32次（大于阈值：10次）,0
56,SYS_4,2019-06-23 09:23:51,主机node_27 网卡eth0 接收流量持续10分钟平均值大于300M,0
57,SYS_10,2019-06-23 09:23:52,主机node_42 sdd IO使用率持续30分钟大于90%,0
58,SYS_7,2019-06-23 09:23:52,主机node_89 堆内存平均使用率：92.69%（大于阈值：90%）,0
59,SYS_5,2019-06-23 09:23:52,主机node_65 网卡eth0 发送流量持续10分钟平均值大于800M,0
60,SYS_2,2019-06-23 09:23:52,主机node_55 端口6060通信异常,0
61,SYS_8,2019-06-23 09:23:52,主机node_84 网卡eth0 接收流量持续10分钟平均值大于180M,0
62,SYS_10,2019-06-23 09:23:53,主机node_11 堆内存平均使用率：92.69%（大于阈值：90%）,0
63,SYS_8,2019-06-23 09:23:55,主机node_95 网卡eth0 接收流量持续10分钟平均值大于300M,0
64,SYS_7,2019-06-23 09:23:57,主机node_23 端口80通信异常,0
